,h,range,ip,des,diameter,last_obs_jd,id,fullname,ps_cum,ps_max,n_imp,ts_max,last_obs,v_inf
1847,29.70,2090-2124,0.000202056521,2024 VR4,0.0039,2460646.5,bK24V04R,(2024 VR4),-6.43,-6.99,60,0,2024-12-02,2.29283056526545
1848,28.74,2081-2123,2.0111755e-06,2024 UD8,0.00608,2460615.5,bK24U08D,(2024 UD8),-7.45,-7.64,22,0,2024-11-01,17.9244378772514
1849,25.43,2046-2055,1.6224e-05,2024 VC4,0.028,2460628.5,bK24V04C,(2024 VC4),-4.44,-4.62,3,0,2024-11-14,19.6742757642998
1850,26.63,2123-2123,1.332e-08,2024 VA2,0.016,2460622.5,bK24V02A,(2024 VA2),-8.81,-8.81,1,0,2024-11-08,16.44
1851,27.38,2110-2121,7.5375524e-05,2024 VF,0.011,2460645.5,bK24V00F,(2024 VF),-5.72,-6.02,5,0,2024-12-01,4.34038155621976
1852,31.03,2111-2119,3.0086e-06,2024 VO,0.0021,2460617.5,bK24V00O,(2024 VO),-8.90,-9.13,5,0,2024-11-03,2.55962351259722
1853,24.64,2064-2068,1.8235e-07,2024 WQ2,0.04,2460639.5,bK24W02Q,(2024 WQ2),-6.32,-6.46,2,0,2024-11-25,16.9987606251714
1854,27.43,2120-2120,2.2393e-07,2024 VK3,0.011,2460629.5,bK24V03K,(2024 VK3),-8.12,-8.31,2,0,2024-11-15,11.0931291028446
1855,29.33,2085-2114,2.1672334e-05,2024 UD11,0.0046,2460615.5,bK24U11D,(2024 UD11),-6.78,-7.06,13,0,2024-11-01,14.2505155005455
1856,27.29,2070-2078,3.7949e-06,2024 XH,0.012,2460648.5,bK24X00H,(2024 XH),-6.56,-6.71,3,0,2024-12-04,11.0273124456507
1857,31.87,2033-2121,2.74310546e-05,2022 SK333,0.0014,2459844.5,bK22SX3K,(2022 SK333),-7.53,-7.72,39,0,2022-09-22,10.934580338045
1858,27.65,2122-2122,1.502e-09,2025 HL1,0.01,2460790.5,bK25H01L,(2025 HL1),-10.56,-10.56,1,0,2025-04-25,5.91
1859,31.96,2042-2123,0.0008791653957,2023 HW39,0.0014,2460051.5,bK23H39W,(2023 HW39),-6.47,-6.81,19,0,2023-04-17,7.38568131849869
1860,31.87,2056-2119,1.39748e-06,2020 ME63,0.0014,2459023.5,bK20M63E,(2020 ME63),-9.35,-9.51,4,0,2020-06-23,8.59796061482096
1861,32.47,2037-2122,9.7940123e-05,2020 NW8,0.0011,2459039.5,bK20N08W,(2020 NW8),-7.74,-8.63,71,0,2020-07-09,9.10437010294545
1862,30.36,2070-2070,0.00020566,2021 NF90,0.0029,2459410.5,bK21N90F,(2021 NF90),-6.14,-6.23,2,0,2021-07-15,14.4263376446562
1863,28.48,2095-2124,6.6237777e-05,2024 UB1,0.0068,2460613.5,bK24U01B,(2024 UB1),-6.22,-6.87,40,0,2024-10-30,7.86482226026396
1864,29.80,2084-2124,5.4366841e-05,2024 WJ,0.0037,2460643.5,bK24W00J,(2024 WJ),-7.04,-8.04,58,0,2024-11-29,3.72818629888759
1865,25.70,2111-2117,1.2505575e-05,2013 WZ44,0.025,2456648.5,bK13W44Z,(2013 WZ44),-5.47,-5.64,5,0,2013-12-22,12.5529973711725
1866,26.12,2098-2121,1.824034e-06,2014 WC201,0.02,2456992.5,bK14WK1C,(2014 WC201),-6.57,-7.00,11,0,2014-12-01,11.2700460572555
1867,28.63,2072-2124,0.0001762267387,2024 VP4,0.0064,2460634.5,bK24V04P,(2024 VP4),-5.97,-6.16,94,0,2024-11-20,3.38415170407963
1868,31.61,2043-2043,4.034e-07,2024 XA,0.0016,2460645.5,bK24X00A,(2024 XA),-9.21,-9.21,1,0,2024-12-01,8.98
1869,26.08,2045-2045,5.453e-08,2024 WS1,0.021,2460638.5,bK24W01S,(2024 WS1),-6.73,-6.73,1,0,2024-11-24,40.25
1870,29.31,2086-2118,1.255394e-05,2024 WV1,0.0047,2460638.5,bK24W01V,(2024 WV1),-7.22,-7.31,7,0,2024-11-24,9.57644785621088
1871,29.34,2096-2124,9.343472e-06,2024 WG12,0.0046,2460646.5,bK24W12G,(2024 WG12),-7.56,-8.25,42,0,2024-12-02,5.51419484320175
1872,26.45,2099-2099,9.244e-08,2024 XA6,0.017,2460650.5,bK24X06A,(2024 XA6),-7.80,-7.80,1,0,2024-12-06,15.32
1873,26.41,2111-2124,3.29725e-06,2024 XC,0.018,2460655.5,bK24X00C,(2024 XC),-6.37,-6.72,9,0,2024-12-11,14.8414195769202
1874,28.74,2089-2122,0.0005237157469,2024 XS8,0.00606,2460651.5,bK24X08S,(2024 XS8),-5.34,-5.83,67,0,2024-12-07,9.02742506050279
1875,26.80,2103-2103,9.093e-09,2024 XK2,0.015,2460668.5,bK24X02K,(2024 XK2),-9.31,-9.31,1,0,2024-12-24,4.85
1876,19.80,2027-2122,1.35623e-08,2010 MY112,0.37,2455372.5,bK10MB2Y,(2010 MY112),-4.43,-4.87,31,0,2010-06-25,23.5333544457798
1877,29.73,2043-2124,3.30137045e-05,2024 YR6,0.0038,2460672.5,bK24Y06R,(2024 YR6),-6.96,-7.39,60,0,2024-12-28,6.49481412302579
1878,26.77,2107-2107,1.036e-08,2024 WM3,0.015,2460651.5,bK24W03M,(2024 WM3),-9.15,-9.15,1,0,2024-12-07,8.68
1879,28.06,2077-2121,2.1518191e-05,2024 XD11,0.0083,2460677.5,bK24X11D,(2024 XD11),-6.39,-6.40,7,0,2025-01-02,3.38052320197362
1880,25.34,2064-2088,9.6010586e-05,2025 CL3,0.029,2460719.5,bK25C03L,(2025 CL3),-4.07,-4.07,11,0,2025-02-13,12.8892670034323
1881,27.91,2069-2069,1.002e-08,2024 YA5,0.0089,2460672.5,bK24Y05A,(2024 YA5),-9.21,-9.21,1,0,2024-12-28,16.44
1882,25.54,2090-2091,7.3496e-06,2024 YB,0.026,2460697.5,bK24Y00B,(2024 YB),-5.73,-5.74,2,0,2025-01-22,3.93956569064983
1883,29.34,2056-2124,3.7463704e-06,2025 HO,0.0046,2460789.5,bK25H00O,(2025 HO),-7.68,-8.33,35,0,2025-04-24,11.2860915618488
1884,27.26,2112-2112,1.846e-08,2024 YC,0.012,2460667.5,bK24Y00C,(2024 YC),-9.23,-9.23,1,0,2024-12-23,6.29
1885,27.09,2120-2120,4.913e-08,2024 YP,0.013,2460668.5,bK24Y00P,(2024 YP),-8.75,-8.75,1,0,2024-12-24,6.66
1886,29.65,2121-2121,4.902e-08,2025 BD1,0.004,2460696.5,bK25B01D,(2025 BD1),-9.97,-9.97,1,0,2025-01-21,7.01
1887,25.52,2113-2118,1.973904e-06,2017 YE8,0.027,2458133.5,bK17Y08E,(2017 YE8),-6.15,-6.28,8,0,2018-01-15,14.2184886195073
1888,27.26,2115-2123,3.3551e-06,2024 YD,0.012,2460664.5,bK24Y00D,(2024 YD),-6.88,-7.33,5,0,2024-12-20,10.515747369676
1889,27.51,2085-2119,1.74328e-06,2024 VS,0.011,2460622.5,bK24V00S,(2024 VS),-7.05,-7.05,4,0,2024-11-08,11.6197171366619
1890,25.31,2067-2120,2.269273e-05,2024 YH,0.029,2460669.5,bK24Y00H,(2024 YH),-5.07,-5.57,28,0,2024-12-25,10.3007353588572
1891,24.94,2069-2069,2.553e-07,2024 YH7,0.035,2460673.5,bK24Y07H,(2024 YH7),-6.11,-6.11,1,0,2024-12-29,26.74
1892,27.60,2032-2116,0.000202606852,2025 BA1,0.01,2460696.5,bK25B01A,(2025 BA1),-4.01,-4.02,22,0,2025-01-21,13.376278490226
1893,26.16,2110-2118,7.5767e-08,2024 YX8,0.02,2460680.5,bK24Y08X,(2024 YX8),-7.72,-7.76,2,0,2025-01-05,19.617673657397
1894,27.80,2073-2107,5.3118e-08,2024 YE9,0.0093,2460675.5,bK24Y09E,(2024 YE9),-8.59,-8.72,3,0,2024-12-31,14.3823242591965
1895,27.11,2122-2122,6.882e-08,2025 AB,0.013,2460678.5,bK25A00B,(2025 AB),-8.48,-8.48,1,0,2025-01-03,11.32
1896,29.52,2030-2089,5.14085e-08,2021 TK208,0.00419,2459497.5,bK21TK8K,(2021 TK208),-9.03,-9.39,12,0,2021-10-10,17.0569220654172
1897,25.67,2107-2118,7.0852e-07,2024 YN9,0.025,2460677.5,bK24Y09N,(2024 YN9),-6.78,-6.80,3,0,2025-01-02,10.657533732287
1898,26.25,2104-2104,1.939e-08,2024 YW9,0.019,2460683.5,bK24Y09W,(2024 YW9),-8.63,-8.63,1,0,2025-01-08,7.91
1899,29.97,2044-2125,4.79904636e-05,2025 AH4,0.0034,2460678.5,bK25A04H,(2025 AH4),-6.76,-7.39,67,0,2025-01-03,14.7283799019395
1900,28.22,2072-2124,8.3329662e-06,2025 BN6,0.0077,2460714.5,bK25B06N,(2025 BN6),-6.91,-7.59,30,0,2025-02-08,8.33438518387366
1901,26.37,2105-2105,2.244e-07,2025 BN,0.018,2460715.5,bK25B00N,(2025 BN),-7.52,-7.52,1,0,2025-02-09,11.65
1902,29.20,2063-2063,3.086e-07,2025 BP4,0.0049,2460701.5,bK25B04P,(2025 BP4),-8.12,-8.12,1,0,2025-01-26,21.86
1903,26.81,2044-2044,1.709e-05,2025 BT2,0.015,2460697.5,bK25B02T,(2025 BT2),-5.05,-5.05,1,0,2025-01-22,16.68
1904,28.54,2107-2107,7.066e-08,2025 BT4,0.0066,2460705.5,bK25B04T,(2025 BT4),-9.24,-9.24,1,0,2025-01-30,5.90
1905,26.52,2074-2111,2.8260414e-06,2025 CX,0.017,2460714.5,bK25C00X,(2025 CX),-6.39,-6.44,8,0,2025-02-08,15.9131727426215
1906,26.98,2112-2121,2.88158e-07,2025 CM,0.014,2460710.5,bK25C00M,(2025 CM),-7.91,-8.07,3,0,2025-02-04,6.32254700546228
1907,27.72,2110-2124,4.831847e-06,2025 CM1,0.0097,2460714.5,bK25C01M,(2025 CM1),-7.01,-7.16,8,0,2025-02-08,8.28978963323963
1908,30.33,2076-2076,3.678e-09,2025 CR1,0.0029,2460712.5,bK25C01R,(2025 CR1),-11.18,-11.18,1,0,2025-02-06,5.65
1909,25.78,2068-2085,1.7417e-07,2024 YM12,0.024,2460680.5,bK24Y12M,(2024 YM12),-7.01,-7.25,2,0,2025-01-05,16.11
1910,28.76,2080-2120,2.05764418e-05,2025 AO,0.006,2460677.5,bK25A00O,(2025 AO),-6.65,-7.10,18,0,2025-01-02,9.79822014708102
1911,17.63,2026-2094,1.3315e-09,2010 ER12,1.01,2455262.5,bK10E12R,(2010 ER12),-3.87,-4.18,8,0,2010-03-07,23.8737356365002
1912,28.24,2064-2124,7.30067032e-05,2025 CY2,0.0076,2460734.5,bK25C02Y,(2025 CY2),-6.04,-6.93,83,0,2025-02-28,3.21206545091602
1913,25.08,2067-2078,3.3178e-06,2025 DE1,0.033,2460754.5,bK25D01E,(2025 DE1),-5.46,-5.55,2,0,2025-03-20,11.78
1914,23.92,2111-2120,9.494253e-07,2025 HD2,0.056,2460815.5,bK25H02D,(2025 HD2),-5.71,-5.76,3,0,2025-05-20,13.089991307373
1915,25.23,2117-2117,2.875e-07,2025 DJ5,0.03,2460792.5,bK25D05J,(2025 DJ5),-7.03,-7.03,1,0,2025-04-27,8.22
1916,30.21,2073-2073,1.51464e-06,2025 DK1,0.0031,2460727.5,bK25D01K,(2025 DK1),-8.19,-8.20,2,0,2025-02-21,15.2706771245973
1917,26.64,2044-2071,0.00044285809,2025 DT2,0.016,2460935.5,bK25D02T,(2025 DT2),-3.77,-3.77,12,0,2025-09-17,9.73996530175163
1918,24.67,2087-2125,1.754534e-05,2025 SU3,0.039,2460942.5,bK25S03U,(2025 SU3),-4.89,-5.23,6,0,2025-09-24,8.60526165922119
1919,31.82,2092-2125,3.62969e-06,2025 SU4,0.0015,2460942.5,bK25S04U,(2025 SU4),-9.15,-9.58,11,0,2025-09-24,7.04595130713642
1920,26.54,2093-2121,5.05649e-06,2025 TA,0.017,2460965.5,bK25T00A,(2025 TA),-6.39,-6.54,5,0,2025-10-17,8.31441515755
1921,31.33,2059-2120,8.1248302e-06,2025 SB21,0.00182,2460946.5,bK25S21B,(2025 SB21),-8.40,-8.86,16,0,2025-09-28,7.87519237042025
1922,28.31,2079-2123,1.622243e-07,2025 DC50,0.00739,2460733.5,bK25D50C,(2025 DC50),-8.43,-8.54,6,0,2025-02-27,12.3834843485224
1923,28.61,2072-2123,0.0010419558214,2025 DT1,0.0064,2460733.5,bK25D01T,(2025 DT1),-4.82,-4.82,40,0,2025-02-27,7.61003643608991
1924,26.90,2078-2078,1.59378e-07,2025 EQ2,0.014,2460756.5,bK25E02Q,(2025 EQ2),-7.91,-7.91,2,0,2025-03-22,5.84
1925,25.01,2102-2121,4.86195503e-05,2025 DT4,0.034,2460738.5,bK25D04T,(2025 DT4),-4.41,-4.72,9,0,2025-03-04,17.5552189654251
1926,29.31,2057-2101,2.32324e-06,2025 DT5,0.00465,2460726.5,bK25D05T,(2025 DT5),-7.63,-8.09,9,0,2025-02-20,11.6320427936847
1927,30.74,2122-2122,5.667e-07,2025 EX1,0.0024,2460740.5,bK25E01X,(2025 EX1),-9.49,-9.49,1,0,2025-03-06,5.19
1928,27.27,2058-2058,7.906e-08,2025 DZ4,0.012,2460730.5,bK25D04Z,(2025 DZ4),-7.82,-7.82,1,0,2025-02-24,17.83
1929,29.39,2077-2124,0.000141037801,2025 CB8,0.00448,2460711.5,bK25C08B,(2025 CB8),-6.33,-6.68,55,0,2025-02-05,5.07848222505965
1930,25.19,2077-2077,1.54017e-08,2025 DS3,0.031,2460738.5,bK25D03S,(2025 DS3),-7.78,-7.79,2,0,2025-03-04,16.6709382730478
1931,25.63,2099-2124,1.089743e-06,2025 DL22,0.025,2460744.5,bK25D22L,(2025 DL22),-6.55,-6.99,9,0,2025-03-10,10.5130173536329
1932,26.63,2072-2124,0.0002196587,2025 HG,0.016,2460784.5,bK25H00G,(2025 HG),-4.41,-4.45,10,0,2025-04-19,12.5879698322898
1933,30.73,2081-2124,7.2995278e-05,2025 FN7,0.0024,2460760.5,bK25F07N,(2025 FN7),-7.22,-7.42,26,0,2025-03-26,7.45933680203259
1934,25.27,2115-2122,2.5333621e-06,2025 FR,0.03,2460768.5,bK25F00R,(2025 FR),-5.88,-5.97,6,0,2025-04-03,15.1283597784936
1935,28.39,2038-2107,1.9370222e-06,2025 FZ6,0.00714,2460757.5,bK25F06Z,(2025 FZ6),-6.63,-6.71,6,0,2025-03-23,20.249580934075
