,h,range,ip,des,diameter,last_obs_jd,id,fullname,ps_cum,ps_max,n_imp,ts_max,last_obs,v_inf
1100,25.41,2110-2121,4.7437094e-06,2005 SO1,0.028,2453650.5,bK05S01O,(2005 SO1),-5.75,-6.23,15,0,2005-10-07,12.0248816824656
1101,27.24,2060-2122,5.78065173e-05,2009 BF58,0.012,2454887.5,bK09B58F,(2009 BF58),-5.59,-6.02,59,0,2009-02-25,6.6782172232853
1102,28.32,2031-2122,0.000104832594,2009 WR52,0.0073,2455174.5,bK09W52R,(2009 WR52),-5.61,-5.88,127,0,2009-12-09,5.41305747248799
1103,26.68,2041-2059,0.00019014346,2011 DU9,0.016,2455631.5,bK11D09U,(2011 DU9),-4.23,-4.24,6,0,2011-03-11,8.77006707672197
1104,27.29,2104-2117,4.6027e-07,2020 RB7,0.012,2459110.5,bK20R07B,(2020 RB7),-7.48,-8.01,7,0,2020-09-18,19.0721843700437
1105,27.38,2079-2120,3.2058541e-06,2010 UR7,0.011,2455510.5,bK10U07R,(2010 UR7),-6.67,-7.03,9,0,2010-11-10,13.3037886390401
1106,26.65,2050-2107,8.4638489e-06,2015 EO,0.016,2457095.5,bK15E00O,(2015 EO),-5.73,-6.01,14,0,2015-03-14,14.2465237896674
1107,25.14,2121-2121,7.961e-08,2016 GM2,0.032,2457495.5,bK16G02M,(2016 GM2),-7.54,-7.76,2,0,2016-04-17,8.88801532470795
1108,27.20,2085-2085,9.7683e-07,2017 BK30,0.012,2457788.5,bK17B30K,(2017 BK30),-7.20,-7.48,3,0,2017-02-04,9.95151592395811
1109,27.07,2114-2114,1.826e-08,2010 CQ19,0.013,2455246.5,bK10C19Q,(2010 CQ19),-8.95,-8.95,1,0,2010-02-19,13.01
1110,25.88,2088-2088,7.246e-09,2020 HM7,0.023,2458984.5,bK20H07M,(2020 HM7),-8.70,-8.70,1,0,2020-05-15,10.63
1111,26.18,2085-2085,4.103e-08,2020 PT2,0.02,2459078.5,bK20P02T,(2020 PT2),-8.15,-8.15,1,0,2020-08-17,8.25
1112,28.73,2070-2108,2.0161e-06,2021 HE41,0.00609,2459327.5,bK21H41E,(2021 HE41),-7.54,-7.64,4,0,2021-04-23,9.31848469817965
1113,27.58,2067-2074,2.6237e-07,2017 KH5,0.01,2457898.5,bK17K05H,(2017 KH5),-7.68,-8.01,3,0,2017-05-25,14.8089350916644
1114,24.69,2098-2106,1.49681e-06,2018 FE4,0.039,2458207.5,bK18F04E,(2018 FE4),-5.59,-5.85,4,0,2018-03-30,20.6935232260608
1115,27.25,2053-2117,2.3850735e-06,2022 NK,0.012,2459762.5,bK22N00K,(2022 NK),-6.87,-6.97,10,0,2022-07-02,12.5701893983561
1116,27.38,2103-2103,2.313e-06,2018 RF5,0.011,2458397.5,bK18R05F,(2018 RF5),-7.09,-7.09,1,0,2018-10-06,8.33
1117,29.21,2097-2097,4.613e-07,2018 UL,0.0049,2458432.5,bK18U00L,(2018 UL),-8.71,-8.71,1,0,2018-11-10,5.47
1118,27.50,2076-2120,5.22469e-07,2016 TM,0.011,2457697.5,bK16T00M,(2016 TM),-7.84,-8.07,5,0,2016-11-05,4.28473306550245
1119,26.01,2095-2116,2.61663e-07,2014 HV2,0.021,2456775.5,bK14H02V,(2014 HV2),-7.26,-7.61,4,0,2014-04-28,13.1427126494766
1120,26.29,2035-2085,4.539e-07,2004 XB45,0.019,2453355.5,bK04X45B,(2004 XB45),-6.18,-6.21,4,0,2004-12-16,17.0105042961005
1121,23.90,2030-2064,5.505e-07,2005 ED224,0.0566,2453445.5,bK05EM4D,(2005 ED224),-4.64,-4.72,2,0,2005-03-16,26.0100853769301
1122,25.18,2030-2059,7.05452528e-05,2005 QK76,0.031,2453613.5,bK05Q76K,(2005 QK76),-3.10,-3.18,6,0,2005-08-31,19.6683268677719
1123,23.00,2056-2056,6.754e-07,2011 XC2,0.085,2455925.5,bK11X02C,(2011 XC2),-4.75,-4.75,1,0,2011-12-30,20.75
1124,29.83,2118-2121,1.0941e-06,2012 XB112,0.0037,2456275.5,bK12XB2B,(2012 XB112),-8.77,-8.88,2,0,2012-12-14,4.12448953477744
1125,27.73,2053-2115,6.5756852e-05,2011 FQ6,0.0096,2455650.5,bK11F06Q,(2011 FQ6),-5.58,-5.72,32,0,2011-03-30,10.4975824235017
1126,26.77,2044-2080,7.4811598e-05,2019 WE,0.015,2458808.5,bK19W00E,(2019 WE),-4.80,-4.90,9,0,2019-11-21,8.14694695894612
1127,25.44,2111-2111,8.45533e-07,1993 UA,0.028,2449284.5,bJ93U00A,(1993 UA),-6.60,-6.76,3,0,1993-10-24,9.39599346211206
1128,29.00,2085-2121,8.0138e-07,2020 XC,0.0054,2459197.5,bK20X00C,(2020 XC),-8.33,-8.36,3,0,2020-12-14,3.52073722828121
1129,26.04,2070-2119,3.7285567e-05,2020 YA3,0.021,2459257.5,bK20Y03A,(2020 YA3),-4.91,-4.93,9,0,2021-02-12,12.2022893995416
1130,26.05,2084-2121,7.70318e-07,2020 UC4,0.021,2459149.5,bK20U04C,(2020 UC4),-6.93,-7.39,9,0,2020-10-27,8.46635200008308
1131,26.63,2114-2119,2.7584e-08,2019 EF,0.016,2458554.5,bK19E00F,(2019 EF),-8.44,-8.51,3,0,2019-03-12,17.7210520591647
1132,27.73,2108-2120,1.5243239e-05,2014 OX3,0.0096,2456875.5,bK14O03X,(2014 OX3),-6.36,-6.37,9,0,2014-08-06,12.7901445178416
1133,23.93,2122-2122,4.196e-09,2015 FN36,0.055,2457135.5,bK15F36N,(2015 FN36),-7.87,-7.87,1,0,2015-04-23,21.87
1134,22.09,2111-2111,6.751e-05,2015 JJ,0.13,2460949.5,bK15J00J,(2015 JJ),-3.05,-3.05,1,0,2025-10-01,10.69
1135,28.84,2049-2122,7.09137982e-05,2015 XR169,0.0058,2457369.5,bK15XG9R,(2015 XR169),-6.16,-7.05,360,0,2015-12-13,9.5279368182538
1136,26.07,2087-2121,0.0001343562927,2017 VL2,0.021,2458083.5,bK17V02L,(2017 VL2),-4.69,-5.35,109,0,2017-11-26,8.32777641556643
1137,27.98,2062-2121,3.779537e-06,2017 VV12,0.0086,2458074.5,bK17V12V,(2017 VV12),-7.04,-7.22,18,0,2017-11-17,6.28589616664687
1138,26.21,2120-2120,1.2448e-06,2018 MC7,0.019,2458366.5,bK18M07C,(2018 MC7),-6.96,-7.17,2,0,2018-09-05,5.14625562339332
1139,26.08,2065-2065,7.137e-08,2004 XO63,0.021,2453360.5,bK04X63O,(2004 XO63),-7.68,-7.68,1,0,2004-12-21,8.16
1140,25.64,2069-2090,9.393304e-05,2005 XA8,0.025,2453728.5,bK05X08A,(2005 XA8),-4.34,-4.46,38,0,2005-12-24,12.0831049644513
1141,26.92,2053-2122,6.72840822e-05,2020 PO4,0.014,2459077.5,bK20P04O,(2020 PO4),-5.41,-6.16,109,0,2020-08-16,5.82076525563427
1142,27.78,2071-2082,9.122e-07,2022 WM6,0.0094,2459914.5,bK22W06M,(2022 WM6),-7.07,-7.15,2,0,2022-12-01,21.8918932251699
1143,26.26,2057-2117,5.35153e-07,2021 GT,0.019,2459312.5,bK21G00T,(2021 GT),-6.86,-7.03,6,0,2021-04-08,11.9018619721837
1144,27.40,2061-2061,4.238e-08,2021 JV,0.011,2459338.5,bK21J00V,(2021 JV),-8.43,-8.43,1,0,2021-05-04,9.96
1145,28.16,2057-2057,2.776e-07,2021 GW6,0.0079,2459319.5,bK21G06W,(2021 GW6),-7.57,-7.57,1,0,2021-04-15,22.65
1146,27.47,2082-2120,1.185428e-06,2021 GW1,0.011,2459319.5,bK21G01W,(2021 GW1),-7.31,-7.78,9,0,2021-04-15,11.325425264124
1147,27.55,2101-2101,4.475e-09,2020 TW,0.01,2459146.5,bK20T00W,(2020 TW),-9.95,-9.95,1,0,2020-10-24,5.26
1148,25.25,2120-2120,3.999e-08,2018 EL4,0.03,2458221.5,bK18E04L,(2018 EL4),-7.98,-7.98,1,0,2018-04-13,5.60
1149,29.07,2027-2121,0.0002150454646,2018 DQ,0.0052,2458172.5,bK18D00Q,(2018 DQ),-3.82,-3.83,104,0,2018-02-23,20.8515204836689
1150,26.67,2045-2122,4.0253696e-05,2018 PZ21,0.016,2458366.5,bK18P21Z,(2018 PZ21),-5.32,-5.39,25,0,2018-09-05,6.30238204064541
1151,27.58,2054-2089,6.59228e-07,2014 FE,0.01,2456740.5,bK14F00E,(2014 FE),-7.11,-7.51,7,0,2014-03-24,19.9460641083206
1152,29.11,2089-2108,0.00024423915,2014 OM207,0.0051,2456869.5,bK14OK7M,(2014 OM207),-5.88,-5.89,5,0,2014-07-31,8.19957969473772
1153,27.47,2113-2121,1.341281e-06,2019 AK12,0.011,2458504.5,bK19A12K,(2019 AK12),-7.23,-7.63,6,0,2019-01-21,15.1616341691264
1154,27.85,2046-2118,8.257007e-06,2019 CM5,0.0091,2458550.5,bK19C05M,(2019 CM5),-6.68,-7.33,14,0,2019-03-08,5.39780891187327
1155,27.89,2095-2118,3.263104e-06,2016 WN7,0.009,2457723.5,bK16W07N,(2016 WN7),-7.20,-7.25,4,0,2016-12-01,6.16143422949437
1156,27.85,2055-2055,6.267e-07,2018 WA3,0.0091,2458461.5,bK18W03A,(2018 WA3),-7.22,-7.22,1,0,2018-12-09,16.37
1157,28.94,2080-2115,8.51071e-07,2015 PS228,0.0055,2457280.5,bK15PM8S,(2015 PS228),-8.27,-8.31,4,0,2015-09-15,2.54646092981667
1158,29.18,2091-2121,0.00013139042,2016 WY,0.0049,2457721.5,bK16W00Y,(2016 WY),-6.30,-6.50,38,0,2016-11-29,3.24007322672384
1159,25.79,2074-2118,2.7932705e-06,2012 XM16,0.024,2456274.5,bK12X16M,(2012 XM16),-5.99,-6.09,12,0,2012-12-13,12.6804710123849
1160,27.76,2076-2121,2.31965e-07,2016 AF2,0.0095,2457400.5,bK16A02F,(2016 AF2),-8.15,-8.20,6,0,2016-01-13,5.88701437716897
1161,25.75,2067-2067,4.849e-07,2015 XP,0.024,2457361.5,bK15X00P,(2015 XP),-6.72,-6.72,1,0,2015-12-05,8.23
1162,27.29,2054-2054,4.442e-08,2022 DK2,0.012,2459638.5,bK22D02K,(2022 DK2),-8.06,-8.06,1,0,2022-02-28,16.76
1163,25.78,2043-2074,4.491797e-06,2012 BY1,0.024,2455950.5,bK12B01Y,(2012 BY1),-5.24,-5.40,10,0,2012-01-24,18.1878535517077
1164,27.91,2069-2077,3.9245e-07,2019 QF,0.0089,2458730.5,bK19Q00F,(2019 QF),-7.82,-8.09,3,0,2019-09-04,11.1248171741623
1165,27.75,2044-2044,2.065e-08,2017 FD3,0.0095,2457844.5,bK17F03D,(2017 FD3),-8.58,-8.58,1,0,2017-04-01,11.36
1166,27.80,2079-2120,0.000209849789,2016 RR1,0.0093,2457658.5,bK16R01R,(2016 RR1),-5.36,-5.68,45,0,2016-09-27,6.75234254073993
1167,27.76,2064-2097,2.869613e-06,2020 VK,0.0095,2459163.5,bK20V00K,(2020 VK),-6.72,-7.30,24,0,2020-11-10,20.4520360759447
1168,27.27,2044-2122,0.0023184416184,2020 VV,0.012,2459200.5,bK20V00V,(2020 VV),-3.81,-4.30,424,0,2020-12-17,2.57514866472861
1169,27.74,2086-2121,0.000228643147,2020 WG5,0.0096,2459194.5,bK20W05G,(2020 WG5),-5.27,-5.38,28,0,2020-12-11,5.95598424303528
1170,27.83,2070-2070,1.140e-06,2018 RJ3,0.0092,2458378.5,bK18R03J,(2018 RJ3),-7.37,-7.37,1,0,2018-09-17,8.13
1171,28.88,2100-2100,6.849e-08,2020 VT3,0.0057,2459168.5,bK20V03T,(2020 VT3),-9.30,-9.37,2,0,2020-11-15,8.95853847276975
1172,24.50,2049-2067,5.697875e-05,2019 VB37,0.043,2458790.5,bK19V37B,(2019 VB37),-3.59,-3.60,5,0,2019-11-03,14.5489493451506
1173,26.19,2091-2124,3.97915713e-05,2025 HM4,0.02,2460795.5,bK25H04M,(2025 HM4),-4.98,-5.51,46,0,2025-04-30,18.8147985216407
1174,27.36,2090-2110,6.1046e-07,2025 HS18,0.011,2460798.5,bK25H18S,(2025 HS18),-7.57,-7.65,3,0,2025-05-03,9.0349805065033
1175,27.36,2081-2119,1.69525e-07,2011 WQ4,0.011,2455889.5,bK11W04Q,(2011 WQ4),-8.27,-8.43,3,0,2011-11-24,7.14977584427076
1176,25.98,2046-2117,8.217125e-07,2012 HE31,0.022,2456046.5,bK12H31E,(2012 HE31),-6.68,-7.45,20,0,2012-04-29,10.6009073976604
1177,28.20,2049-2049,1.755e-05,2014 WA,0.0078,2456977.5,bK14W00A,(2014 WA),-6.05,-6.05,1,0,2014-11-16,9.55
1178,27.27,2092-2122,7.3305587e-06,2013 AG69,0.012,2456309.5,bK13A69G,(2013 AG69),-6.33,-6.48,6,0,2013-01-17,17.3470887746933
1179,28.44,2070-2121,3.042437e-06,2013 GW38,0.0069,2456392.5,bK13G38W,(2013 GW38),-7.25,-7.40,11,0,2013-04-10,10.2692221334411
1180,24.71,2090-2117,1.48612e-06,2016 JB29,0.039,2457638.5,bK16J29B,(2016 JB29),-5.94,-6.01,3,0,2016-09-07,8.57043388151697
1181,29.20,2061-2066,3.37494e-07,2019 SM8,0.0049,2458757.5,bK19S08M,(2019 SM8),-8.28,-8.28,2,0,2019-10-01,14.05
1182,27.62,2090-2090,1.423e-08,2019 SQ1,0.01,2458759.5,bK19S01Q,(2019 SQ1),-9.40,-9.40,1,0,2019-10-03,6.00
1183,28.32,2074-2079,0.0070262432,2020 VW,0.0073,2459171.5,bK20V00W,(2020 VW),-3.81,-4.10,12,0,2020-11-18,9.69001491664849
1184,31.77,2028-2118,0.000201394271,2021 VP11,0.0015,2459527.5,bK21V11P,(2021 VP11),-6.66,-7.08,93,0,2021-11-09,8.98935406578671
1185,27.76,2061-2118,4.034474e-06,2020 VN6,0.0095,2459174.5,bK20V06N,(2020 VN6),-7.05,-7.25,7,0,2020-11-21,9.20578454589124
1186,28.00,2058-2121,0.0001393950052,2020 VO1,0.0085,2459174.5,bK20V01O,(2020 VO1),-5.54,-5.83,66,0,2020-11-21,7.67664814241135
1187,28.81,2109-2109,1.313e-10,2012 KT42,0.0059,2456076.5,bK12K42T,(2012 KT42),-11.82,-11.82,1,0,2012-05-29,15.91
1188,27.17,2118-2118,1.003e-05,2018 FE3,0.012,2458221.5,bK18F03E,(2018 FE3),-6.48,-6.48,1,0,2018-04-13,6.05
1189,28.61,2093-2117,4.89328e-07,2021 NU3,0.0064,2459412.5,bK21N03U,(2021 NU3),-8.19,-8.37,3,0,2021-07-17,11.7618322270542
1190,28.51,2070-2122,0.0001355911567,2022 TW2,0.0067,2459878.5,bK22T02W,(2022 TW2),-5.91,-6.53,176,0,2022-10-26,3.98978839291073
1191,25.86,2072-2072,6.383e-10,2017 YC6,0.023,2458115.5,bK17Y06C,(2017 YC6),-9.48,-9.48,1,0,2017-12-28,15.21
1192,27.72,2071-2074,1.49189e-07,2017 YM14,0.00969,2458116.5,bK17Y14M,(2017 YM14),-7.93,-7.97,3,0,2017-12-29,18.3829103352124
1193,28.87,2057-2123,2.5169521e-05,2019 QZ98,0.0057,2458725.5,bK19Q98Z,(2019 QZ98),-6.86,-7.38,56,0,2019-08-30,5.94725368706858
1194,27.55,2108-2119,2.98247e-06,2020 XF4,0.01,2459199.5,bK20X04F,(2020 XF4),-7.17,-7.39,7,0,2020-12-16,6.69302500947201
1195,28.62,2099-2099,6.007e-08,2023 LC,0.0064,2460133.5,bK23L00C,(2023 LC),-9.35,-9.35,1,0,2023-07-08,3.99
1196,28.83,2120-2120,6.062e-08,2021 AC4,0.0058,2459226.5,bK21A04C,(2021 AC4),-9.48,-9.48,1,0,2021-01-12,7.16
1197,24.62,2035-2122,7.75654249e-05,2007 DX40,0.0402,2454161.5,bK07D40X,(2007 DX40),-3.64,-4.03,93,0,2007-03-02,15.5239057384703
1198,25.97,2052-2119,2.80983e-08,2007 YM,0.0216,2454451.5,bK07Y00M,(2007 YM),-7.99,-8.33,7,0,2007-12-17,10.6854573764249
1199,26.07,2086-2117,6.8923e-08,2007 EE26,0.021,2454172.5,bK07E26E,(2007 EE26),-7.99,-8.18,3,0,2007-03-13,4.60126953266689
1200,26.21,2074-2092,6.6110904e-06,2007 TL16,0.019,2454392.5,bK07T16L,(2007 TL16),-5.86,-6.13,15,0,2007-10-19,11.4195066683705
1201,24.76,2084-2099,1.19727e-05,2002 VU17,0.038,2452613.5,bK02V17U,(2002 VU17),-4.89,-5.33,5,0,2002-12-05,13.6884290928529
1202,26.00,2040-2100,9.751e-07,2012 CU,0.021,2455978.5,bK12C00U,(2012 CU),-6.48,-6.82,3,0,2012-02-21,10.9311127063891
1203,24.39,2117-2117,1.819e-09,2002 EM7,0.045,2452370.5,bK02E07M,(2002 EM7),-8.76,-8.76,1,0,2002-04-06,10.28
1204,30.57,2033-2072,0.000173952744,2017 FN1,0.0026,2457832.5,bK17F01N,(2017 FN1),-5.56,-5.63,9,0,2017-03-20,17.924000779775
1205,28.87,2073-2105,5.47038e-08,2017 KJ32,0.0057,2457906.5,bK17K32J,(2017 KJ32),-9.50,-9.95,5,0,2017-06-02,2.47025069556411
1206,26.44,2094-2119,1.0537997e-06,2007 EN88,0.017,2454175.5,bK07E88N,(2007 EN88),-6.88,-7.14,7,0,2007-03-16,12.1274612196227
1207,25.64,2069-2102,1.57823e-07,2019 GS19,0.025,2458613.5,bK19G19S,(2019 GS19),-7.17,-7.32,3,0,2019-05-10,13.8966324933628
1208,28.27,2084-2121,3.0827681e-06,2021 GN2,0.0075,2459351.5,bK21G02N,(2021 GN2),-7.36,-7.67,12,0,2021-05-17,8.08712221688034
1209,26.22,2091-2109,1.12587e-06,2021 OE1,0.019,2459434.5,bK21O01E,(2021 OE1),-6.80,-7.14,6,0,2021-08-08,9.89984962739925
1210,26.10,2046-2058,1.039e-07,2003 DW10,0.02,2452857.5,bK03D10W,(2003 DW10),-7.31,-7.45,2,0,2003-08-06,7.82626371511068
1211,28.05,2042-2121,3.10332749e-05,2003 WT153,0.0083,2452974.5,bK03WF3T,(2003 WT153),-6.19,-6.87,133,0,2003-12-01,4.33795756770098
1212,25.44,2113-2116,3.11222e-06,2015 DD54,0.028,2457111.5,bK15D54D,(2015 DD54),-6.13,-6.13,2,0,2015-03-30,6.71985328800663
1213,24.02,2056-2095,7.329e-08,2015 FA345,0.0533,2457104.5,bK15FY5A,(2015 FA345),-6.76,-7.25,4,0,2015-03-23,9.7943716741711
1214,25.81,2105-2105,2.796e-10,2019 ES2,0.023,2458559.5,bK19E02S,(2019 ES2),-10.32,-10.32,1,0,2019-03-17,5.96
1215,26.92,2091-2105,6.222419e-05,2020 BK3,0.014,2458898.5,bK20B03K,(2020 BK3),-5.29,-5.30,5,0,2020-02-19,10.3802289624019
1216,29.57,2084-2118,1.8032116e-05,2020 PX5,0.0041,2459079.5,bK20P05X,(2020 PX5),-7.26,-7.45,12,0,2020-08-18,10.0580926237387
1217,30.33,2072-2122,1.83777944e-05,2020 SK4,0.0029,2459116.5,bK20S04K,(2020 SK4),-7.67,-8.53,93,0,2020-09-24,5.51818699430003
1218,25.80,2110-2122,6.7923452e-06,2020 SW5,0.023,2459146.5,bK20S05W,(2020 SW5),-5.66,-5.92,6,0,2020-10-24,15.7899717897141
1219,29.46,2116-2121,1.8762e-07,2019 TA,0.0043,2458761.5,bK19T00A,(2019 TA),-9.32,-9.60,2,0,2019-10-05,6.04939878477774
1220,24.78,2078-2078,9.568e-06,2016 HF3,0.037,2457547.5,bK16H03F,(2016 HF3),-5.07,-5.07,1,0,2016-06-08,7.93
1221,28.50,2062-2122,0.000161677144,2016 CG18,0.0068,2457424.5,bK16C18G,(2016 CG18),-5.81,-6.25,102,0,2016-02-06,4.25636417835288
1222,27.28,2083-2117,0.00101259782,2019 LW4,0.012,2458642.5,bK19L04W,(2019 LW4),-4.26,-4.29,36,0,2019-06-08,8.62055500306134
1223,28.74,2082-2121,0.000112962664,2019 UL,0.0061,2458782.5,bK19U00L,(2019 UL),-6.11,-6.33,41,0,2019-10-26,4.24561069877035
1224,28.24,2102-2122,0.0001071287977,2018 BL11,0.0076,2458143.5,bK18B11L,(2018 BL11),-5.78,-6.08,27,0,2018-01-25,11.2845129606826
1225,25.75,2114-2114,1.885e-08,2013 NR13,0.024,2456489.5,bK13N13R,(2013 NR13),-8.35,-8.35,1,0,2013-07-16,11.31
1226,28.28,2059-2100,2.11164e-06,2014 HB177,0.0075,2456782.5,bK14HH7B,(2014 HB177),-7.45,-7.65,7,0,2014-05-05,6.08636562103389
1227,26.54,2116-2116,5.228e-06,2015 QS8,0.017,2457260.5,bK15Q08S,(2015 QS8),-6.40,-6.40,1,0,2015-08-26,8.04
1228,27.30,2109-2109,1.837e-06,2016 WU,0.012,2457724.5,bK16W00U,(2016 WU),-7.22,-7.22,1,0,2016-12-02,7.05
1229,25.68,2092-2101,5.69492e-07,2010 NH,0.025,2455396.5,bK10N00H,(2010 NH),-6.75,-6.75,2,0,2010-07-19,10.29
1230,26.35,2119-2119,2.120e-06,2020 FA1,0.018,2459173.5,bK20F01A,(2020 FA1),-6.85,-6.85,1,0,2020-11-20,2.23
1231,25.82,2076-2121,3.4586483e-05,2014 UD57,0.023,2456986.5,bK14U57D,(2014 UD57),-5.07,-5.14,28,0,2014-11-25,8.72327783429151
1232,26.35,2100-2100,5.265e-08,2015 TB1,0.018,2457310.5,bK15T01B,(2015 TB1),-8.21,-8.21,1,0,2015-10-15,8.33
1233,28.10,2081-2121,8.84649852e-05,2020 XG,0.0081,2459192.5,bK20X00G,(2020 XG),-5.80,-6.46,113,0,2020-12-09,11.1113422025645
1234,26.69,2105-2121,9.96448e-07,2021 EP3,0.016,2459284.5,bK21E03P,(2021 EP3),-6.82,-7.15,6,0,2021-03-11,19.9371093323485
1235,25.79,2117-2121,5.3772e-07,2021 UL7,0.024,2459734.5,bK21U07L,(2021 UL7),-7.18,-7.25,2,0,2022-06-04,2.45417391951201
1236,25.54,2118-2118,2.24438e-06,2022 LL1,0.026,2459740.5,bK22L01L,(2022 LL1),-5.84,-5.99,4,0,2022-06-10,24.2994578458193
1237,29.36,2121-2122,1.7813e-06,2022 GB,0.0045,2459672.5,bK22G00B,(2022 GB),-8.24,-8.33,2,0,2022-04-03,8.08619042272498
1238,29.59,2116-2116,1.13726e-06,2020 CA,0.0041,2458880.5,bK20C00A,(2020 CA),-8.36,-8.38,2,0,2020-02-01,13.1691490072631
1239,27.46,2073-2121,3.8747486e-06,2017 HJ,0.011,2457868.5,bK17H00J,(2017 HJ),-6.67,-7.53,32,0,2017-04-25,14.8291356987651
1240,25.16,2122-2122,4.917e-09,2017 UQ7,0.031,2458080.5,bK17U07Q,(2017 UQ7),-8.61,-8.61,1,0,2017-11-23,14.05
1241,27.84,2112-2112,1.012e-06,2020 XU4,0.0091,2459199.5,bK20X04U,(2020 XU4),-7.76,-7.76,1,0,2020-12-16,6.68
1242,26.35,2067-2123,0.000154072261,2024 CU,0.018,2460444.5,bK24C00U,(2024 CU),-4.82,-5.59,66,0,2024-05-14,7.38382512488734
1243,24.87,2092-2092,4.397e-09,2016 JX11,0.036,2457516.5,bK16J11X,(2016 JX11),-8.25,-8.25,1,0,2016-05-08,17.62
1244,26.24,2083-2100,7.7567065e-05,2026 CF3,0.019,2461112.5,bK26C03F,(2026 CF3),-4.90,-4.95,7,0,2026-03-13,7.38000690389665
1245,30.14,2070-2125,0.0002217240446,2025 DN6,0.0032,2460732.5,bK25D06N,(2025 DN6),-6.41,-7.32,279,0,2025-02-26,5.7348916770121
1246,26.45,2066-2117,2.018176e-06,2022 QN6,0.017,2459853.5,bK22Q06N,(2022 QN6),-6.59,-6.83,16,0,2022-10-01,6.06437937028287
1247,26.36,2089-2116,3.56165e-07,2017 UL5,0.018,2458057.5,bK17U05L,(2017 UL5),-7.42,-7.57,4,0,2017-10-31,8.11895259219744
1248,30.82,2103-2122,4.2747e-07,2021 BR2,0.0023,2459234.5,bK21B02R,(2021 BR2),-9.53,-9.93,5,0,2021-01-20,7.38343977355136
1249,26.46,2101-2101,1.905e-08,2023 TA1,0.017,2460232.5,bK23T01A,(2023 TA1),-8.74,-8.74,1,0,2023-10-15,7.54
1250,28.54,2071-2122,1.4561572e-05,2021 CA6,0.0066,2459258.5,bK21C06A,(2021 CA6),-6.87,-7.49,38,0,2021-02-13,6.38228676409388
1251,29.72,2100-2118,0.00036401307,2021 CC7,0.0039,2459259.5,bK21C07C,(2021 CC7),-6.10,-6.10,13,0,2021-02-14,3.98997731812212
1252,27.19,2115-2122,1.128276e-06,2021 CD,0.012,2459264.5,bK21C00D,(2021 CD),-7.34,-7.97,16,0,2021-02-19,9.62405561227927
1253,27.75,2046-2122,0.0003291516814,2021 DR,0.0095,2459279.5,bK21D00R,(2021 DR),-5.08,-5.58,240,0,2021-03-06,3.43811851677814
1254,23.74,2056-2064,1.20069e-06,2012 ES10,0.061,2456014.5,bK12E10S,(2012 ES10),-4.79,-5.07,6,0,2012-03-28,24.3580462067644
1255,24.21,2086-2095,3.45e-08,2012 FB71,0.0487,2456030.5,bK12F71B,(2012 FB71),-7.06,-7.21,2,0,2012-04-13,17.1848405797101
1256,27.49,2053-2053,6.932e-08,2019 QB1,0.011,2458730.5,bK19Q01B,(2019 QB1),-8.12,-8.12,1,0,2019-09-04,11.51
1257,27.13,2064-2116,8.919701e-06,2020 YK3,0.013,2459221.5,bK20Y03K,(2020 YK3),-6.24,-6.38,9,0,2021-01-07,4.07324538681285
1258,29.20,2048-2123,6.3616568e-05,2023 TD167,0.0049,2460235.5,bK23TG7D,(2023 TD167),-6.54,-7.24,107,0,2023-10-18,3.32122348231674
1259,27.94,2114-2120,1.207153e-05,2021 CH37,0.00876,2459258.5,bK21C37H,(2021 CH37),-6.75,-6.99,5,0,2021-02-13,7.32559675534087
1260,28.58,2059-2122,5.72482759e-05,2021 CU1,0.0065,2459255.5,bK21C01U,(2021 CU1),-6.25,-6.55,43,0,2021-02-10,8.34190525234665
1261,30.24,2050-2122,0.000799635441300001,2021 RP2,0.003,2459464.5,bK21R02P,(2021 RP2),-5.81,-6.28,427,0,2021-09-07,4.4514142368942
1262,27.76,2062-2121,5.0237008e-06,2020 WT4,0.00952,2459192.5,bK20W04T,(2020 WT4),-6.92,-7.53,35,0,2020-12-09,3.81966151208687
1263,29.63,2082-2120,1.376145e-06,2020 VB3,0.004,2459167.5,bK20V03B,(2020 VB3),-8.48,-8.87,14,0,2020-11-14,5.36803301977626
1264,27.67,2037-2037,3.240e-05,2020 VB5,0.0099,2459168.5,bK20V05B,(2020 VB5),-5.00,-5.00,1,0,2020-11-15,16.92
1265,27.90,2115-2122,0.001706598,2020 VN1,0.0089,2459661.5,bK20V01N,(2020 VN1),-4.66,-4.66,2,0,2022-03-23,2.96000936365799
1266,24.16,2101-2101,4.456e-06,443104,0.05,2457599.5,a0443104,443104 (2013 XK22),-5.29,-5.29,1,0,2016-07-30,6.90
1267,25.30,2075-2082,2.32401e-06,2016 SK2,0.03,2457688.5,bK16S02K,(2016 SK2),-5.77,-5.79,3,0,2016-10-27,13.6397359735974
1268,27.92,2042-2061,4.4216e-08,2020 KD1,0.0088,2458991.5,bK20K01D,(2020 KD1),-8.40,-8.41,2,0,2020-05-22,8.72136783064954
1269,31.11,2087-2109,9.12352e-06,2020 UX,0.002,2459140.5,bK20U00X,(2020 UX),-8.19,-8.28,4,0,2020-10-18,8.36905137490793
1270,25.57,2090-2090,1.369e-07,2020 VK6,0.026,2459284.5,bK20V06K,(2020 VK6),-7.32,-7.32,1,0,2021-03-11,9.57
