make,model,version,price,fuel,year,kms,power,doors,shift,color,is_professional
KIA,Niro PHEV,KIA Niro PHEV 1.6 GDi PHEV 104kW 141CV Drive 5p.,28550,Híbrido enchufable,2020.0,6000,141.0,5,Automático,Azul (KM-0),True
SKODA,Superb,SKODA Superb 2.0 TDI 110KW 150cv Ambition 5p.,16895,Diésel,2018.0,47700,150.0,5,Manual,Negro,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Variant 1.6 TDI 105cv DPF Sport 5p.,8950,Diésel,2011.0,90480,105.0,5,Manual,2T2T Negro Profundo (efecto perla),True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Variant Edition 1.6 TDI 110CV BMT 5p.,10900,Diésel,2016.0,170220,110.0,5,Manual,Azul (Marino Metalizado),True
JEEP,Renegade,JEEP Renegade 1.6 Mjet Night Eagle II 4x2 E6 5p.,18990,Diésel,2017.0,64999,120.0,5,Manual,Blanco,True
JAGUAR,F-Pace,JAGUAR Fpace 2.0T i4 184kW RSport AWD Auto 5p.,65090,Gasolina,2019.0,0,250.0,5,Automático,Negro,True
NISSAN,Kubistar,NISSAN Kubistar 1.5 dCi 65 Pro,2450,Diésel,2006.0,240000,65.0,4,Manual,Blanco,True
VOLKSWAGEN,Polo,VOLKSWAGEN Polo 1.4 TDI Highline 75CV 3p.,870,Diésel,2003.0,322086,75.0,3,Manual,Azul,True
BMW,Serie 2,BMW Serie 2 M2 Competition 2p.,57999,Gasolina,2019.0,31000,410.0,2,Automático,Azul,True
RENAULT,Espace,RENAULT Espace Dynamique 2.0 dCi 16v 150CV 2008 5p.,5990,Diésel,2008.0,181776,150.0,5,Manual,Negro,True
LEXUS,RX,LEXUS RX 450h President Suspension Neumatica 5p.,13990,Híbrido,2010.0,158000,299.0,5,Automático,Granate,True
DACIA,Sandero,DACIA Sandero Ambiance dCi 55kW 75CV 5p.,8850,Diésel,2018.0,45000,75.0,5,Manual,Blanco (QPA$GNG Pintura metalizada),True
BMW,Serie 4,BMW Serie 4 420i Gran Coupe 5p.,43900,Gasolina,2020.0,12653,184.0,5,Automático,300 AlpinweiÃ? (sÃ³lido),True
KIA,Venga,KIA Venga 1.6 CRDi VGT 128CV Drive 5p.,10500,Diésel,2015.0,79000,128.0,5,Manual,Blanco,True
CITROEN,C1,CITROEN C1 VTi 53kW 72CV SS JCC 5p.,11850,Gasolina,2020.0,10,72.0,5,Manual,Blanco,True
RENAULT,Laguna,RENAULT Laguna G.Tour Expression 2.0 16V E4 5p.,2000,Gasolina,2007.0,143870,135.0,5,Manual,Gris / Plata,True
OPEL,Insignia,OPEL Insignia 2.0 CDTI 130 CV Selective Auto 5p.,7499,Diésel,2012.0,115000,130.0,5,Manual,Gris / Plata,False
RENAULT,Grand Scénic,RENAULT Grand Scenic BOSE Energy dCi 130 eco2 7p 5p.,13900,Diésel,2015.0,168000,130.0,5,Manual,Gris / Plata (GRIS GRAFITTO),True
AUDI,A4,AUDI A4 2.7 TDI multitronic Cabrio 2p.,10000,Diésel,2007.0,160000,180.0,2,Manual,Negro,False
FORD,Mondeo,FORD Mondeo 2.0 TDCi 110kW 150CV Titanium 5p.,17000,Diésel,2018.0,13000,150.0,5,Manual,Azul,True
SEAT,Arona,SEAT Arona 1.0 TSI 85kW 115CV Xcellence Ecomotive 5p.,19900,Gasolina,2020.0,12,115.0,5,Manual,7Y0E Azul Mistery (metalizado) Techo Negro,True
OPEL,Astra,OPEL Astra GTC 1.7 CDTi Sport 3p.,4490,Diésel,2007.0,96540,100.0,3,Manual,Gris / Plata,True
MINI,MINI,MINI MINI Cooper S 3p.,8500,Gasolina,2005.0,87500,170.0,3,Automático,Gris / Plata,False
CHEVROLET,Cruze,CHEVROLET Cruze 2.0 VCDi LTZ 5p.,3750,Diésel,2013.0,266929,163.0,5,Manual,Gris / Plata,False
RENAULT,Clio,RENAULT Clio Business Energy dCi 55kW 75CV 5p.,8900,Diésel,2017.0,50000,75.0,5,Manual,Blanco,True
FIAT,500,FIAT 500 Lounge 1.2 8v 51KW 69 CV 3p.,9790,Gasolina,2019.0,26688,69.0,3,Manual,Blanco,True
PEUGEOT,508,PEUGEOT 508 Active 1.6 BlueHDi 120 4p.,12990,Diésel,2016.0,97000,120.0,4,Manual,Gris / Plata,True
NISSAN,LEAF,NISSAN LEAF 40kWh NConnecta 5p.,26179,Eléctrico,2020.0,10,150.0,5,Automático,Blanco (Tela reciclada negra),True
HYUNDAI,i20,HYUNDAI i20 1.1 CRDi City S 5p.,3499,Diésel,2013.0,238000,75.0,5,Manual,Blanco,True
OPEL,Corsa,OPEL Corsa 1.4 Turbo Color Edition Start  Stop 5p.,11000,Gasolina,2017.0,49000,120.0,5,Manual,Gris / Plata,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 2.0 T FSI GTI DSG 5p.,10590,Gasolina,2008.0,154310,200.0,5,Automático,Negro,True
PEUGEOT,508,PEUGEOT 508 SW Business Line BlueHDi 96kW SS 6vel 5p.,23950,Diésel,2020.0,2,130.0,5,Manual,Negro (Negro Perla Nera),True
BMW,X6,BMW X6 xDrive35i 5p.,16999,Gasolina,2009.0,220000,306.0,5,Automático,Rojo,True
KIA,e-Niro,KIA eNiro eNiro 150kW 204CV Drive Long Range 5p.,39500,Eléctrico,2021.0,0,204.0,5,Automático,Blanco,True
MERCEDES-BENZ,Clase S,MERCEDES-BENZ Clase S S 430 4p.,6000,Gasolina,2005.0,305000,279.0,4,Automático,Azul,False
AUDI,A3,AUDI A3 design edition 1.6 TDI Sportback 5p.,17900,Diésel,2017.0,53186,116.0,5,Manual,Negro,True
FIAT,500X,FIAT 500X Urban 1.3 MultiJet 70KW 95 CV 4x2 SS 5p.,15500,Diésel,2019.0,9500,95.0,5,Manual,Azul,True
CITROEN,C2,CITROEN C2 1.4 HDI Furio 3p.,3200,Diésel,2008.0,150000,70.0,3,Manual,Gris / Plata (Oscuro),True
BMW,Serie 1,BMW Serie 1 118d Sport 5p.,14500,Diésel,2012.0,99000,143.0,5,Manual,Rojo,False
SKODA,Fabia,SKODA Fabia 1.9 TDi 101CV Fresh 5p.,1700,Diésel,2003.0,237000,101.0,5,Manual,Gris / Plata,True
AUDI,A3,AUDI A3 35 TFSI 110kW 150CV S tronic Sportback 5p.,24500,Gasolina,2019.0,42000,150.0,5,Automático,Blanco,True
AUDI,Q3,AUDI Q3 2.0 TDI 150CV quattro 5p.,21900,Diésel,2016.0,119580,150.0,5,Manual,Negro,True
PEUGEOT,3008,PEUGEOT 3008 1.2 PURETECH 96KW 130CV GT LINE EAT8 5p.,26900,Gasolina,2019.0,11343,130.0,5,Automático,Rojo,True
KIA,Stonic,KIA Stonic 1.2 CVVT 62kW 84CV Concept EcoDynam 5p.,13900,Gasolina,2017.0,38000,84.0,5,Manual,Azul,True
OPEL,Corsa,OPEL Corsa 1.2T XHL 74kW 100CV Elegance 5p.,15495,Gasolina,2020.0,8000,100.0,5,Manual,Negro,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf R 2.0 TSI 228kW 310CV 4Motion DSG 5p.,26500,Gasolina,2017.0,85000,310.0,5,Manual,Negro,True
AUDI,A4,AUDI A4 Avant 2.0 TDI clean 190 multit S line ed 5p.,15900,Diésel,2014.0,174000,190.0,5,Automático,Negro,True
JAGUAR,F-Type,JAGUAR FType S V6 3.0 SC Convertible Auto 2p.,44900,Gasolina,2014.0,85400,380.0,2,Automático,Negro,True
TOYOTA,Hilux,TOYOTA Hilux HILUX 2.5 TD CHASSIS CABINA 2p.,4200,Diésel,1992.0,170342,83.0,2,Manual,Negro,False
OPEL,Insignia,OPEL Insignia 1.6 CDTI SS 88kW 120CV Business 5p.,11100,Diésel,2017.0,50000,120.0,5,Manual,Gris / Plata,True
FORD,Focus,FORD Focus 1.6 TDCi 115cv Trend 5p.,7399,Diésel,2014.0,107080,115.0,5,Manual,Gris / Plata,True
OPEL,Zafira Tourer,OPEL Zafira Tourer 1.4 T SS 140 CV Selective 5p.,12900,Gasolina,2016.0,113800,140.0,5,Automático,Marrón,True
AUDI,A1,AUDI A1 Sportback 1.0 TFSI 95CV Adrenalin 5p.,14000,Gasolina,2016.0,59965,95.0,5,Manual,Blanco,False
JAGUAR,Serie XK,JAGUAR Serie XK XKR 4.2 Coupe 3p.,23000,Gasolina,2008.0,206000,416.0,3,Automático,Gris / Plata,False
SEAT,León,SEAT Leon 2.0 TDI 150cv StSp FR Plus 5p.,13450,Diésel,2015.0,92000,150.0,5,Manual,Gris / Plata,True
BMW,Serie 3,BMW Serie 3 M3 2p.,27500,Gasolina,2002.0,194948,343.0,2,Automático,Gris / Plata,True
TOYOTA,C-HR,TOYOTA CHR 1.8 125H Active 5p.,19500,Híbrido,2019.0,25000,122.0,5,Automático,Gris / Plata,True
OPEL,Vectra,OPEL Vectra Elegance 2.2 DTI 16v 4p.,1799,Diésel,2004.0,154000,125.0,4,Manual,Negro,True
CITROEN,C4 Cactus,CITROEN C4 Cactus PureTech 60KW 82CV Feel 5p.,10990,Gasolina,2017.0,18706,82.0,5,Manual,Blanco,True
RENAULT,Clio,RENAULT Clio Renault Sport 200 EDC 5p.,16990,Gasolina,2014.0,99960,200.0,5,Automático,Blanco,True
FIAT,500X,FIAT 500X City Cross 10 GSE T3 88KW 120 CV SS 5p.,17500,Gasolina,2019.0,40,120.0,5,Manual,Blanco,True
FORD,Mondeo,FORD Mondeo 1.5 TDCi 88kW Trend SportBreak 5p.,13990,Diésel,2017.0,75387,120.0,5,Manual,Blanco (Tela Ébano Cypress/Omni negro Ébano),True
BMW,Serie 3,BMW Serie 3 320D TOURING 5p.,20990,Diésel,2015.0,69000,190.0,5,Manual,Gris / Plata (plomo),True
RENAULT,Mégane,RENAULT Megane Coupe Bose Energy dCi 130 SS 3p.,9500,Diésel,2013.0,126700,130.0,3,Manual,Rojo,True
SUBARU,Forester,SUBARU Forester 2.0 D XS Limited Plus 5p.,7999,Diésel,2011.0,189520,147.0,5,Manual,Negro,False
CHEVROLET,Aveo,CHEVROLET Aveo 1.4 16v LT 4p.,4000,Gasolina,2011.0,38865,101.0,4,Manual,Gris / Plata,False
SMART,fortwo,SMART fortwo Coupe Brabus Xclusive 3p.,6790,Gasolina,2010.0,94700,102.0,3,Automático,Negro,True
SUBARU,XV,SUBARU XV 2.0i Executive Auto 5p.,14990,Gasolina,2015.0,118000,150.0,5,Automático,Blanco,True
SEAT,Tarraco,SEAT Tarraco 2.0 TDI 110kW 150CV SS Style 5p.,25900,Diésel,2019.0,25056,150.0,5,Manual,5K5K Gris Urano (suave),True
BMW,Serie 2 Active Tourer,BMW Serie 2 Active Tourer 218i 5p.,15000,Gasolina,2016.0,89000,136.0,5,Automático,Blanco,False
MINI,Countryman,MINI Countryman JOHN COOPER WORKS COUNTRYMAN ALL4 5p.,18500,Gasolina,2013.0,69000,218.0,5,Manual,Negro,True
SKODA,Octavia,SKODA Octavia 1.9 GLX TDI 5p.,2600,Diésel,1999.0,122000,90.0,5,Manual,Gris / Plata,True
VOLKSWAGEN,T-Cross,VOLKSWAGEN TCross Advance 1.0 TSI 70kW 95CV 5p.,18900,Gasolina,2020.0,8499,95.0,5,Manual,0Q0Q Blanco Puro (uniforme),True
VOLVO,XC90,VOLVO XC90 2.0 D5 AWD Momentum Auto 5p.,37995,Diésel,2017.0,49000,235.0,5,Automático,Gris / Plata,True
PEUGEOT,607,PEUGEOT 607 2.7 HDi Pack Automatico 4p.,6500,Diésel,2005.0,96000,204.0,4,Automático,Negro,False
ALFA ROMEO,159,ALFA ROMEO 159 1.9 JTS Selective 4p.,3700,Gasolina,2006.0,123000,160.0,4,Manual,Gris / Plata,False
OPEL,Vivaro,OPEL Vivaro 1.5 Diesel 88kW 120CV L Std Express,24495,Diésel,2020.0,9000,120.0,4,Manual,Gris / Plata,True
BMW,X1,BMW X1 sDrive18d 5p.,29900,Diésel,2019.0,11300,150.0,5,Manual,Blanco,False
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 200 d 4p.,34900,Diésel,2020.0,28100,160.0,4,Automático,Gris / Plata (Plata Mojave),True
KIA,e-Niro,KIA eNiro eNiro 100kW 136CV Emotion 5p.,30000,Eléctrico,2019.0,14000,136.0,5,Automático,Rojo (Runway Red),True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Advance 2.0 TDI 110kW 150CV DSG 5p.,32900,Diésel,2020.0,15000,150.0,5,Automático,X3X3 Gris Indy (metalizado),True
KIA,Rio,KIA Rio 1.2 CVVT 62kW 84CV Concept 5p.,11900,Gasolina,2019.0,12500,84.0,5,Manual,Blanco,True
FORD,Fiesta,FORD Fiesta 1.0 EcoBoost 103kW140CV STLine SS 5p 5p.,16500,Gasolina,2020.0,5000,140.0,5,Manual,Blanco,True
AUDI,A4,AUDI A4 Avant 2.0 TDI 150CV Advanced edition 5p.,18799,Diésel,2016.0,81922,150.0,5,Manual,Blanco (T9T9 Blanco Ibis),True
FORD,Puma,FORD Puma 1.0 EcoBoost 92kW 125cv Titanium 5p.,18750,Gasolina,2020.0,5756,125.0,5,Manual,Negro,True
JEEP,Wrangler,JEEP Wrangler 2.2 CRD Sahara 8ATX E6D 3p.,52500,Diésel,2020.0,0,200.0,3,Automático,Negro,True
SMART,fortwo,SMART fortwo 60kW81CV EQ coupe 3p.,24157,Eléctrico,2020.0,10,82.0,3,Automático,Gris / Plata,True
VOLKSWAGEN,Caddy,VOLKSWAGEN Caddy Kombi 2.0 TDI SCR BMT 102CV 4p.,11800,Diésel,2016.0,128635,102.0,4,Manual,Rojo,True
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 250 d 4MATIC AMG Line 5p.,30900,Diésel,2016.0,156000,204.0,5,Automático,Blanco,True
RENAULT,Mégane,RENAULT Megane GT Line Tce GPF 117kW 160CV  18 5p.,18500,Gasolina,2018.0,22624,160.0,5,Manual,Azul,True
VOLVO,XC60,VOLVO XC60 2.0 D3 RDesign Momentum 5p.,21800,Diésel,2016.0,107436,150.0,5,Manual,Gris / Plata (GRIS),True
BMW,Serie 1,BMW Serie 1 118d 5p.,19390,Diésel,2016.0,57656,150.0,5,Manual,B45 Estoril Blau (metalizado),True
HYUNDAI,ix20,HYUNDAI ix20 1.6 CRDi BlueDrive Style 5p.,9900,Diésel,2016.0,74260,115.0,5,Manual,Blanco,True
NISSAN,QASHQAI,NISSAN QASHQAI DIGT 103 kW 140 CV E6D NCONNECTA 5p.,21500,Gasolina,2019.0,15000,140.0,5,Manual,Gris / Plata,True
PEUGEOT,508,PEUGEOT 508 SW Active 1.6 BlueHDi 120 EAT6 5p.,13600,Diésel,2015.0,68000,120.0,5,Manual,Negro Perla Nera (metalizado),True
OPEL,Vivaro,OPEL Vivaro 1.6CDTI SS 107kW 145CV L1 2.9t C6 M1,17500,Diésel,2017.0,101200,145.0,4,Manual,Blanco,True
OPEL,Astra,OPEL Astra 1.6 CDTi SS 81kW 110CV Elegance 4p.,9595,Diésel,2017.0,108214,110.0,4,Manual,Blanco,True
OPEL,Corsa,OPEL Corsa 1.2 XEL 55kW 75CV Edition 5p.,13490,Gasolina,2019.0,5,75.0,5,Manual,Naranja Cuántico (metalizado),True
FORD,Kuga,FORD Kuga 2.0 TDCi 150 4x4 ASS Titanium 5p.,17500,Diésel,2016.0,66809,150.0,5,Manual,Gris / Plata,True
LAND-ROVER,Freelander,LAND-ROVER Freelander 2.2 Td4 HSE Auto 4x4 150cv 5p.,16000,Diésel,2014.0,135000,150.0,5,Automático,Blanco,False
FORD,Focus,FORD Focus 1.0 Ecoboost AutoStartStop 100cv Trend 5p.,8450,Gasolina,2016.0,76890,100.0,5,Manual,Gris / Plata,True
TOYOTA,Yaris,TOYOTA Yaris 90D Advance 5p.,8900,Diésel,2014.0,48000,90.0,5,Manual,Blanco,True
SSANGYONG,Kyron,SSANGYONG Kyron 200Xdi Limited Auto 5p.,5900,Diésel,2006.0,159000,141.0,5,Automático,Gris / Plata,True
PEUGEOT,508 Hybrid,PEUGEOT 508 Hybrid  5p.,30900,Híbrido enchufable,2020.0,50,225.0,5,Automático,Gris / Plata,True
FORD,Focus,FORD Focus 1.0 Ecoboost SS 92kW 125CV STLine 5p.,18500,Gasolina,2018.0,14008,125.0,5,Manual,Azul,False
MERCEDES-BENZ,Clase GLE Coupé,MERCEDES-BENZ Clase GLE Coupe MercedesAMG GLE 63 S 4MATIC 5p.,68000,Gasolina,2016.0,114000,585.0,5,Automático,Blanco,False
MERCEDES-BENZ,Clase CLK,MERCEDES-BENZ Clase CLK CLK 320 CDI Avantgarde 2p.,9000,Diésel,2009.0,166000,224.0,2,Automático,Gris / Plata,False
KIA,Sportage,KIA Sportage 1.7 CRDI VGT Concept 4x2 5p.,10900,Diésel,2011.0,120000,115.0,5,Manual,Blanco,True
MERCEDES-BENZ,Clase SLK,MERCEDES-BENZ Clase SLK SLK 200 2p.,4995,Gasolina,1998.0,123000,136.0,2,Manual,Gris / Plata,True
BMW,Serie 1,BMW Serie 1 116d EfficientDynamics 5p.,14500,Diésel,2016.0,121700,116.0,5,Manual,Azul,True
BMW,X3,BMW X3 2.0d 5p.,5999,Diésel,2006.0,199999,150.0,5,Manual,Negro,True
CITROEN,C5,CITROEN C5 2.0 HDi 140cv Exclusive Tourer 5p.,9700,Diésel,2014.0,101000,140.0,5,Manual,Gris / Plata,True
CHEVROLET,Cruze,CHEVROLET Cruze 2.0 VCDi 16V LT 4p.,6500,Diésel,2010.0,127000,150.0,4,Manual,Negro,True
KIA,Picanto,KIA Picanto 1.0 CVVT 49kW 67CV Concept 5p.,10800,Gasolina,2020.0,5,67.0,5,Manual,Rojo,True
MINI,Countryman,MINI Countryman 1.6 Cooper S All4 Auto 5p.,13000,Gasolina,2010.0,160000,184.0,5,Manual,Blanco,False
HONDA,Civic,HONDA Civic 1.6I SR VTEC 5p.,3490,Gasolina,1997.0,275000,126.0,5,Manual,Rojo,True
KIA,ceed,KIA ceed 1.4 CRDi WGT 90cv Concept 5p.,7250,Diésel,2015.0,135000,90.0,5,Manual,Blanco,False
RENAULT,Kangoo,RENAULT Kangoo RN 1.9D 65,2900,Diésel,1999.0,190000,65.0,4,Manual,Verde,True
OPEL,Vectra,OPEL Vectra Sport 1.9 CDTI 8v 120 CV 5p.,3500,Diésel,2007.0,225000,120.0,5,Manual,Negro,False
VOLKSWAGEN,Scirocco,VOLKSWAGEN Scirocco 1.4 TSI 125CV RLine BMT 3p.,20800,Gasolina,2015.0,60000,125.0,3,Manual,Azul,False
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Sport 2.0 TDI 140kW190CV BMT DSG 4p.,22900,Diésel,2017.0,85902,190.0,4,Automático,Gris / Plata,True
FIAT,Doblò Cargo,FIAT Doblo Cargo Cargo Base 1.4 TJet 88kW Natu Power CNG,7500,Gas natural (CNG),2018.0,99000,120.0,3,Manual,Blanco,True
BMW,Serie 6,BMW Serie 6 635d 2p.,18990,Diésel,2008.0,169990,286.0,2,Automático,Beige,True
KIA,Optima SW,KIA Optima SW 1.7 CRDi VGT Concept EcoDynamics 5p.,18800,Diésel,2017.0,30579,141.0,5,Manual,UD Clear White (sÃ³lido),True
KIA,Carens,KIA Carens 1.6 DOHC LX 5p.,1999,Gasolina,2006.0,190000,105.0,5,Manual,Beige,True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan 2.0 TDI 140cv Tiptronic Motion 5p.,8699,Diésel,2009.0,215000,140.0,5,Automático,Negro,True
OPEL,Corsa,OPEL Corsa 1.4 Business 66kW 90CV 5p.,9600,Gasolina,2017.0,18490,90.0,5,Manual,Blanco,True
OPEL,Astra,OPEL Astra Twin Top 1.9 CDTi Cosmo 2p.,2900,Diésel,2007.0,335000,150.0,2,Manual,Azul,False
RENAULT,Captur,RENAULT Captur Zen Energy TCe 66kW 90CV 5p.,11490,Gasolina,2018.0,29000,90.0,5,Manual,Gris / Plata,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 1.9 TDi 25 Aniversario 110CV 5p.,1800,Diésel,2000.0,320000,110.0,5,Manual,Gris / Plata,False
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 200 4p.,28000,Gasolina,2018.0,43600,156.0,4,Manual,Gris / Plata,False
CITROEN,C3,CITROEN C3 BlueHDi 73KW 100CV SS FEEL 5p.,12600,Diésel,2019.0,21017,99.0,5,Manual,Naranja,True
ALFA ROMEO,Giulia,ALFA ROMEO Giulia 2.0 Gasolina 147kW 200CV Executive AT 4p.,33990,Gasolina,2019.0,0,200.0,4,Automático,Negro (Negro Vulcano),True
AUDI,Q5,AUDI Q5 2.0 TDI clean 190CV quatt S tro Advanced 5p.,24799,Diésel,2016.0,108474,190.0,5,Automático,0C0C Gis MonzÃ³n (metalizado),True
CITROEN,C4 Cactus,CITROEN C4 Cactus PureTech 81KW 110CV SS EAT6 Shine 5p.,15300,Gasolina,2019.0,28400,110.0,5,Automático,Azul (Esmeralda),True
NISSAN,JUKE,NISSAN JUKE dCi EU6 81 kW 110 CV 6MT ACENTA 5p.,14600,Diésel,2017.0,19700,110.0,5,Manual,Negro,True
VOLVO,XC90,VOLVO XC90 2.0 D4 Kinetic Auto 5p.,31950,Diésel,2016.0,59996,190.0,5,Automático,Azul,True
TOYOTA,Corolla,TOYOTA Corolla 1.9D Linea Terra 3p.,1100,Diésel,2001.0,243215,70.0,3,Manual,Gris / Plata,True
MITSUBISHI,ASX,MITSUBISHI ASX 160 MPI Motion 5p.,15800,Gasolina,2018.0,40000,117.0,5,Manual,Marrón,False
PEUGEOT,5008,PEUGEOT 5008 Active 1.6 eHDI 115 FAP ETG6 Blue Lion 5p.,11450,Diésel,2015.0,64000,115.0,5,Automático,Blanco (0MM0 Pintura metalizada),True
OPEL,Corsa,OPEL Corsa 1.5D DT 74kW 100CV Edition 5p.,15900,Diésel,2020.0,10,102.0,5,Manual,Blanco,True
OPEL,Corsa,OPEL Corsa 1.2T XHL 74kW 100CV Elegance 5p.,18200,Gasolina,2020.0,1,100.0,5,Manual,Azul,True
AUDI,A4,AUDI A4 2.0 TDI 150CV S tronic Advanced edition 4p.,18920,Diésel,2016.0,114906,150.0,4,Manual,Negro,True
BMW,X5,BMW X5 xDrive30d Exclusive Edition 5p.,28000,Diésel,2013.0,143000,245.0,5,Automático,Gris / Plata,False
RENAULT,Master,RENAULT Master Ch. D. C. T L3 3500 E dCi 125kW C. A. E6 4p.,9850,Diésel,2017.0,325000,170.0,4,Manual,Blanco,False
OPEL,Corsa,OPEL Corsa 1.3 ecoFLEX 75 CV Selective 5p.,5490,Diésel,2015.0,117000,75.0,5,Manual,Blanco,True
BMW,Serie 4,BMW Serie 4 420d xDrive Auto. Gran Coupe 5p.,19900,Diésel,2016.0,178000,190.0,5,Automático,Negro,True
BMW,Serie 2 Gran Tourer,BMW Serie 2 Gran Tourer 218d 5p.,16900,Diésel,2015.0,65889,150.0,5,Manual,Negro (NEGRO),True
SEAT,Ibiza,SEAT Ibiza 1.0 TGI 66kW 90CV FR Eco Plus 5p.,17600,Gas natural (CNG),2020.0,0,90.0,5,Manual,Gris / Plata,True
AUDI,A4,AUDI A4 2.0 TDI 140cv multitronic 4p.,6500,Diésel,2007.0,272000,140.0,4,Automático,Negro,False
VOLVO,XC90,VOLVO XC90 2.0 D4 Kinetic Auto 5p.,28520,Diésel,2016.0,109000,190.0,5,Automático,Azul (AZUL),True
PEUGEOT,2008,PEUGEOT 2008 Allure 1.2 PureTech 81KW 110CV SS 5p.,13990,Gasolina,2018.0,35332,110.0,5,Manual,Gris / Plata,True
FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,8200,Gasolina,2018.0,20837,69.0,3,Manual,Rojo,True
IVECO,Daily,IVECO Daily 35 C 13 4100 RD 2p.,11500,Diésel,2001.0,265000,125.0,2,Manual,Blanco,False
FORD,Ka+,FORD Kaplus 1.2 TiVCT Ultimate 5p.,8700,Gasolina,2018.0,45000,85.0,5,Manual,Gris / Plata,True
FORD,Kuga,FORD Kuga 1.5 EcoBoost 132kW 4x4 ASS Titanium Auto 5p.,24000,Gasolina,2018.0,1,180.0,5,Automático,Negro (NEGRO ABS),True
AUDI,A3,AUDI A3 Sportback 2.0 TDI 140 Stronic DPF Ambien 5p.,9750,Diésel,2008.0,145000,140.0,5,Automático,Rojo,False
HYUNDAI,Matrix,HYUNDAI Matrix 1.6 GLS Full 5p.,3300,Gasolina,2005.0,99000,103.0,5,Manual,Gris / Plata,True
SEAT,León,SEAT Leon 1.2 TSI 81kW 110CV StSp Style 5p.,11099,Gasolina,2018.0,85211,110.0,5,Manual,Azul,True
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Sport 2.0 TDI 110kW150CV BMT 5p.,23900,Diésel,2017.0,57161,150.0,5,Manual,Negro,True
RENAULT,Scénic,RENAULT Scenic Dynamique 1.6 16V EU4 5p.,2280,Gasolina,2008.0,200000,110.0,5,Manual,Negro,True
PEUGEOT,2008,PEUGEOT 2008 Allure 1.6 BlueHDi 73KW 100CV 5p.,10800,Diésel,2016.0,113385,100.0,5,Manual,Gris / Plata (*COL*),True
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Edition 1.6 TDI 85kW 115CV DSG 5p.,15999,Diésel,2017.0,92911,115.0,5,Automático,Azul,True
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Advance 1.6 TDI SCR 110CV BMT DSG 5p.,14500,Diésel,2016.0,170000,110.0,5,Automático,Negro,False
AUDI,A6,AUDI A6 2.0 TFSI quattro S tronic 4p.,23990,Gasolina,2016.0,89000,252.0,4,Automático,Azul,True
CITROEN,C3,CITROEN C3 1.4i SX Plus 5p.,1600,Gasolina,2002.0,204200,75.0,5,Manual,Gris / Plata,False
MERCEDES-BENZ,230,MERCEDES-BENZ 230 230CE 2p.,2100,Gasolina,1991.0,218550,132.0,2,Manual,Negro,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 2.0 TSI 220cv GTI BMT 5p.,16900,Gasolina,2014.0,189600,220.0,5,Manual,Negro,True
AUDI,S6,AUDI S6 4.2 QUATTRO TIPTRONIC 4p.,5500,Gasolina,2002.0,210000,340.0,4,Automático,Azul,False
AUDI,A3,AUDI A3 Sportback 2.0 TDI Ambiente 5p.,5990,Diésel,2006.0,206000,140.0,5,Manual,Marrón,True
HONDA,Civic,HONDA Civic 1.6 iDTEC Lifestyle 5p.,12500,Diésel,2014.0,92000,120.0,5,Manual,Blanco,True
AUDI,Q5,AUDI Q5 2.0 TDI 150cv Ambiente 5p.,19590,Diésel,2014.0,85000,150.0,5,Manual,Gris / Plata (GRIS METALIZADO),True
HYUNDAI,i40,HYUNDAI i40 1.6 GDi Klass 4p.,20900,Gasolina,2020.0,24,135.0,4,Manual,Gris / Plata,True
PEUGEOT,2008,PEUGEOT 2008 Signature 1.2 PureTech 60KW 82CV 5p.,12990,Gasolina,2019.0,22466,82.0,5,Manual,Verde,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 CDI AMG Line 5p.,23900,Diésel,2014.0,140000,136.0,5,Manual,Blanco,False
VOLKSWAGEN,Passat,VOLKSWAGEN Passat RLine 2.0 TDI 110kW 150CV DSG 4p.,32750,Diésel,2020.0,8247,150.0,4,Automático,8H8H Azul Aguamarina (metalizado),True
AUDI,A6,AUDI A6 2.8 QUATTRO 4p.,4600,Gasolina,1999.0,29680,193.0,4,Manual,Azul,True
CITROEN,Jumper,CITROEN Jumper BlueHDi 103KW 140CV Furg.35 Heavy L4H3,21950,Diésel,2020.0,12,140.0,4,Manual,Blanco,True
PEUGEOT,5008,PEUGEOT 5008 Allure 1.6 HDI 115 FAP 5p.,9500,Diésel,2013.0,97000,115.0,5,Manual,Gris / Plata,True
